DepAirportCode,DepSchedDate,DepSchedTime,DepActualDate,DepActualTime,DepStatusCode,DepStatusDesc,ArrivalAirportCode,ArrSchedDate,ArrSchedTime,ArrActualDate,ArrActualTime,ArrStatusCode,ArrStatusDesc,OpAirlineID,OpFlightNumber,AircraftCode,MarkAirlineID,MarkFlightNumber
FRA,2023-07-18,15:00,,15:03,DP,Flight Departed,HAM,2023-07-18,16:10,2023-07-18,16:12,LD,Flight Landed,LH,020,32N,,
FRA,2023-07-18,16:00,,15:59,DP,Flight Departed,HAM,2023-07-18,17:10,2023-07-18,17:01,LD,Flight Landed,LH,022,32A,,
FRA,2023-07-18,17:00,,17:15,DP,Flight Departed,HAM,2023-07-18,18:10,2023-07-18,18:20,LD,Flight Landed,LH,024,32M,,
FRA,2023-07-18,18:00,,18:03,DP,Flight Departed,HAM,2023-07-18,19:10,2023-07-18,19:04,LD,Flight Landed,LH,028,320,,
FRA,2023-07-18,19:00,,19:17,DP,Flight Departed,HAM,2023-07-18,20:10,2023-07-18,20:19,LD,Flight Landed,LH,030,321,,
FRA,2023-07-18,20:30,,20:40,DP,Flight Departed,HAM,2023-07-18,21:40,2023-07-18,21:41,LD,Flight Landed,LH,036,32A,,
FRA,2023-07-18,21:30,,21:55,DP,Flight Departed,HAM,2023-07-18,22:35,2023-07-18,22:54,LD,Flight Landed,LH,034,32A,,
FRA,2023-07-18,06:50,,06:55,DP,Flight Departed,BRE,2023-07-18,07:45,2023-07-18,07:44,LD,Flight Landed,CL,350,CR9,,
FRA,2023-07-18,09:55,,10:06,DP,Flight Departed,BRE,2023-07-18,10:50,2023-07-18,10:56,LD,Flight Landed,CL,352,E90,,
FRA,2023-07-18,12:55,,12:59,DP,Flight Departed,BRE,2023-07-18,13:50,2023-07-18,13:47,LD,Flight Landed,LH,354,319,,
FRA,2023-07-18,21:25,,21:43,DP,Flight Departed,BRE,2023-07-18,22:20,2023-07-18,22:31,LD,Flight Landed,LH,360,319,,
FRA,2023-07-18,06:15,,06:12,DP,Flight Departed,BER,2023-07-18,07:25,2023-07-18,07:18,LD,Flight Landed,LH,172,32M,,
FRA,2023-07-18,06:45,,06:40,DP,Flight Departed,BER,2023-07-18,07:55,2023-07-18,07:45,LD,Flight Landed,LH,170,321,,
FRA,2023-07-18,07:45,,07:44,DP,Flight Departed,BER,2023-07-18,08:55,2023-07-18,08:47,LD,Flight Landed,LH,174,32Q,,
FRA,2023-07-18,08:45,,08:46,DP,Flight Departed,BER,2023-07-18,09:55,2023-07-18,09:50,LD,Flight Landed,LH,176,321,,
FRA,2023-07-18,09:45,,09:59,DP,Flight Departed,BER,2023-07-18,10:55,2023-07-18,10:57,LD,Flight Landed,LH,178,32Q,,
FRA,2023-07-18,11:45,,11:55,DP,Flight Departed,BER,2023-07-18,12:55,2023-07-18,12:53,LD,Flight Landed,LH,182,32Q,,
FRA,2023-07-18,12:45,,12:50,DP,Flight Departed,BER,2023-07-18,13:55,2023-07-18,13:48,LD,Flight Landed,LH,184,321,,
FRA,2023-07-18,14:45,,15:27,DP,Flight Departed,BER,2023-07-18,15:55,2023-07-18,16:28,LD,Flight Landed,LH,188,321,,
FRA,2023-07-18,16:45,,16:54,DP,Flight Departed,BER,2023-07-18,17:55,2023-07-18,17:50,LD,Flight Landed,LH,192,321,,
FRA,2023-07-18,17:45,,18:07,DP,Flight Departed,BER,2023-07-18,18:55,2023-07-18,19:08,LD,Flight Landed,LH,194,32Q,,
FRA,2023-07-18,18:45,,18:49,DP,Flight Departed,BER,2023-07-18,19:55,2023-07-18,19:46,LD,Flight Landed,LH,198,32A,,
FRA,2023-07-18,19:45,,20:12,DP,Flight Departed,BER,2023-07-18,20:55,2023-07-18,21:10,LD,Flight Landed,LH,200,32Q,,
FRA,2023-07-18,20:15,,20:16,DP,Flight Departed,BER,2023-07-18,21:25,2023-07-18,21:17,LD,Flight Landed,LH,044,32M,,
FRA,2023-07-18,21:15,,21:15,DP,Flight Departed,BER,2023-07-18,22:25,2023-07-18,22:16,LD,Flight Landed,LH,202,321,,
BER,2023-07-18,06:45,,06:52,DP,Flight Departed,FRA,2023-07-18,07:55,2023-07-18,08:01,LD,Flight Landed,LH,173,321,,
BER,2023-07-18,07:15,,07:26,DP,Flight Departed,FRA,2023-07-18,08:25,2023-07-18,08:29,LD,Flight Landed,LH,045,32M,,
BER,2023-07-18,07:45,,07:50,DP,Flight Departed,FRA,2023-07-18,08:55,2023-07-18,08:57,LD,Flight Landed,LH,175,32Q,,
BER,2023-07-18,08:15,,08:10,DP,Flight Departed,FRA,2023-07-18,09:25,2023-07-18,09:16,LD,Flight Landed,LH,179,32M,,
BER,2023-07-18,08:45,,08:54,DP,Flight Departed,FRA,2023-07-18,09:55,2023-07-18,09:56,LD,Flight Landed,LH,177,321,,
BER,2023-07-18,09:45,,09:57,DP,Flight Departed,FRA,2023-07-18,10:55,2023-07-18,11:03,LD,Flight Landed,LH,181,32Q,,
BER,2023-07-18,10:45,,10:47,DP,Flight Departed,FRA,2023-07-18,11:55,2023-07-18,11:58,LD,Flight Landed,LH,183,321,,
BER,2023-07-18,11:45,,11:57,DP,Flight Departed,FRA,2023-07-18,12:55,2023-07-18,13:14,LD,Flight Landed,LH,185,32Q,,
BER,2023-07-18,13:45,,13:43,DP,Flight Departed,FRA,2023-07-18,14:55,2023-07-18,14:43,LD,Flight Landed,LH,189,32Q,,
BER,2023-07-18,14:45,,15:05,DP,Flight Departed,FRA,2023-07-18,15:55,2023-07-18,16:02,LD,Flight Landed,LH,191,321,,
BER,2023-07-18,16:45,,17:32,DP,Flight Departed,FRA,2023-07-18,17:55,2023-07-18,18:31,LD,Flight Landed,LH,195,321,,
BER,2023-07-18,18:45,,18:45,DP,Flight Departed,FRA,2023-07-18,19:55,2023-07-18,19:47,LD,Flight Landed,LH,199,321,,
BER,2023-07-18,19:45,,19:53,DP,Flight Departed,FRA,2023-07-18,20:55,2023-07-18,21:05,LD,Flight Landed,LH,201,32Q,,
BER,2023-07-18,20:45,,20:30,DP,Flight Departed,FRA,2023-07-18,21:55,2023-07-18,21:32,LD,Flight Landed,LH,203,32A,,
FRA,2023-07-18,07:00,,06:52,DP,Flight Departed,HAJ,2023-07-18,07:50,2023-07-18,07:41,LD,Flight Landed,LH,046,320,,
FRA,2023-07-18,09:05,,09:01,DP,Flight Departed,HAJ,2023-07-18,09:55,2023-07-18,09:54,LD,Flight Landed,LH,048,319,,
FRA,2023-07-18,12:45,,12:48,DP,Flight Departed,HAJ,2023-07-18,13:35,2023-07-18,13:34,LD,Flight Landed,LH,052,319,,
FRA,2023-07-18,17:10,,17:47,DP,Flight Departed,HAJ,2023-07-18,18:00,2023-07-18,18:34,LD,Flight Landed,LH,054,320,,
FRA,2023-07-18,22:15,,22:16,DP,Flight Departed,HAJ,2023-07-18,23:05,2023-07-18,23:04,LD,Flight Landed,LH,058,319,,
HAJ,2023-07-18,06:00,,06:00,DP,Flight Departed,FRA,2023-07-18,06:55,2023-07-18,06:54,LD,Flight Landed,LH,049,320,,
HAJ,2023-07-18,08:35,,08:31,DP,Flight Departed,FRA,2023-07-18,09:30,2023-07-18,09:24,LD,Flight Landed,LH,051,320,,
HAJ,2023-07-18,10:35,,10:31,DP,Flight Departed,FRA,2023-07-18,11:30,2023-07-18,11:31,LD,Flight Landed,LH,053,319,,
HAJ,2023-07-18,14:15,,14:20,DP,Flight Departed,FRA,2023-07-18,15:10,2023-07-18,15:13,LD,Flight Landed,LH,057,319,,
HAJ,2023-07-18,18:45,,19:14,DP,Flight Departed,FRA,2023-07-18,19:40,2023-07-18,20:03,LD,Flight Landed,LH,059,320,,
FRA,2023-07-18,13:15,,13:15,DP,Flight Departed,FMO,2023-07-18,14:00,2023-07-18,13:57,LD,Flight Landed,CL,064,CR9,,
FRA,2023-07-18,21:10,,21:19,DP,Flight Departed,FMO,2023-07-18,21:55,2023-07-18,22:01,LD,Flight Landed,CL,068,CR9,,
FMO,2023-07-18,06:15,,06:14,DP,Flight Departed,FRA,2023-07-18,07:05,2023-07-18,06:57,LD,Flight Landed,CL,063,CR9,,
FMO,2023-07-18,14:35,,14:34,DP,Flight Departed,FRA,2023-07-18,15:25,2023-07-18,15:16,LD,Flight Landed,CL,067,CR9,,
FRA,2023-07-18,07:15,,07:25,DP,Flight Departed,DUS,2023-07-18,08:00,2023-07-18,08:11,LD,Flight Landed,LH,072,32M,,
FRA,2023-07-18,09:05,,09:08,DP,Flight Departed,DUS,2023-07-18,09:50,2023-07-18,09:48,LD,Flight Landed,LH,074,32A,,
FRA,2023-07-18,17:20,,17:37,DP,Flight Departed,DUS,2023-07-18,18:05,2023-07-18,18:21,LD,Flight Landed,LH,084,319,,
FRA,2023-07-18,21:25,,21:55,DP,Flight Departed,DUS,2023-07-18,22:10,2023-07-18,22:49,LD,Flight Landed,LH,088,319,,
DUS,2023-07-18,06:05,,,NO,No Status,FRA,2023-07-18,06:55,,,NO,No Status,LH,073,319,,
DUS,2023-07-18,08:45,,08:53,DP,Flight Departed,FRA,2023-07-18,09:35,2023-07-18,09:36,LD,Flight Landed,LH,075,32M,,
DUS,2023-07-18,10:35,,10:36,DP,Flight Departed,FRA,2023-07-18,11:25,2023-07-18,11:17,LD,Flight Landed,LH,077,32A,,
DUS,2023-07-18,18:55,,19:07,DP,Flight Departed,FRA,2023-07-18,19:45,2023-07-18,19:54,LD,Flight Landed,LH,087,319,,
MUC,2023-07-18,08:00,,08:04,DP,Flight Departed,FRA,2023-07-18,09:00,2023-07-18,09:00,LD,Flight Landed,LH,095,32M,,
MUC,2023-07-18,09:00,,09:30,DP,Flight Departed,FRA,2023-07-18,10:00,2023-07-18,10:45,LD,Flight Landed,LH,099,321,,
MUC,2023-07-18,10:00,,09:57,DP,Flight Departed,FRA,2023-07-18,11:00,2023-07-18,10:59,LD,Flight Landed,LH,101,32M,,
MUC,2023-07-18,11:00,,11:13,DP,Flight Departed,FRA,2023-07-18,12:00,2023-07-18,12:31,LD,Flight Landed,LH,103,32A,,
MUC,2023-07-18,12:00,,12:18,DP,Flight Departed,FRA,2023-07-18,13:00,2023-07-18,13:15,LD,Flight Landed,LH,105,320,,
MUC,2023-07-18,14:00,,14:14,DP,Flight Departed,FRA,2023-07-18,15:00,2023-07-18,15:05,LD,Flight Landed,LH,109,32N,,
MUC,2023-07-18,15:00,,15:27,DP,Flight Departed,FRA,2023-07-18,16:00,2023-07-18,16:21,LD,Flight Landed,LH,111,320,,
MUC,2023-07-18,17:00,,17:52,DP,Flight Departed,FRA,2023-07-18,18:00,2023-07-18,18:43,LD,Flight Landed,LH,115,320,,
MUC,2023-07-18,18:00,,17:57,DP,Flight Departed,FRA,2023-07-18,19:00,2023-07-18,18:50,LD,Flight Landed,LH,117,321,,
MUC,2023-07-18,20:00,,19:58,DP,Flight Departed,FRA,2023-07-18,21:00,2023-07-18,20:50,LD,Flight Landed,LH,121,320,,
MUC,2023-07-18,21:00,,21:02,DP,Flight Departed,FRA,2023-07-18,22:00,2023-07-18,22:06,LD,Flight Landed,LH,123,320,,
FRA,2023-07-18,07:15,,07:42,DP,Flight Departed,MUC,2023-07-18,08:10,2023-07-18,08:27,LD,Flight Landed,LH,094,321,,
FRA,2023-07-18,08:15,,08:17,DP,Flight Departed,MUC,2023-07-18,09:10,2023-07-18,09:08,LD,Flight Landed,LH,096,32M,,
FRA,2023-07-18,09:15,,09:23,DP,Flight Departed,MUC,2023-07-18,10:10,2023-07-18,10:09,LD,Flight Landed,LH,098,32A,,
FRA,2023-07-18,10:15,,10:28,DP,Flight Departed,MUC,2023-07-18,11:10,2023-07-18,11:17,LD,Flight Landed,LH,100,320,,
FRA,2023-07-18,12:15,,12:32,DP,Flight Departed,MUC,2023-07-18,13:10,2023-07-18,13:24,LD,Flight Landed,LH,104,32N,,
FRA,2023-07-18,13:15,,13:45,DP,Flight Departed,MUC,2023-07-18,14:10,2023-07-18,14:38,LD,Flight Landed,LH,106,320,,
FRA,2023-07-18,15:15,,16:01,DP,Flight Departed,MUC,2023-07-18,16:10,2023-07-18,16:54,LD,Flight Landed,LH,110,320,,
FRA,2023-07-18,16:15,,16:18,DP,Flight Departed,MUC,2023-07-18,17:10,2023-07-18,17:06,LD,Flight Landed,LH,112,321,,
FRA,2023-07-18,18:15,,18:14,DP,Flight Departed,MUC,2023-07-18,19:10,2023-07-18,19:02,LD,Flight Landed,LH,116,320,,
FRA,2023-07-18,19:15,,19:28,DP,Flight Departed,MUC,2023-07-18,20:10,2023-07-18,20:20,LD,Flight Landed,LH,118,320,,
FRA,2023-07-18,20:15,,20:26,DP,Flight Departed,MUC,2023-07-18,21:10,2023-07-18,21:20,LD,Flight Landed,LH,120,321,,
FRA,2023-07-18,21:15,,21:13,DP,Flight Departed,MUC,2023-07-18,22:10,2023-07-18,22:05,LD,Flight Landed,LH,122,319,,
FRA,2023-07-18,07:00,,07:27,DP,Flight Departed,STR,2023-07-18,07:40,2023-07-18,07:57,LD,Flight Landed,LH,126,319,,
FRA,2023-07-18,09:25,,09:40,DP,Flight Departed,STR,2023-07-18,10:05,2023-07-18,10:10,LD,Flight Landed,LH,128,321,,
FRA,2023-07-18,13:25,,14:14,DP,Flight Departed,STR,2023-07-18,14:05,2023-07-18,14:44,LD,Flight Landed,LH,130,319,,
FRA,2023-07-18,17:15,,17:18,DP,Flight Departed,STR,2023-07-18,17:55,2023-07-18,17:53,LD,Flight Landed,LH,132,319,,
FRA,2023-07-18,22:15,,22:25,DP,Flight Departed,STR,2023-07-18,22:55,2023-07-18,23:00,LD,Flight Landed,LH,136,319,,
STR,2023-07-18,06:05,,06:03,DP,Flight Departed,FRA,2023-07-18,06:55,2023-07-18,06:46,LD,Flight Landed,LH,127,319,,
STR,2023-07-18,08:20,,08:27,DP,Flight Departed,FRA,2023-07-18,09:10,2023-07-18,09:05,LD,Flight Landed,LH,131,319,,
STR,2023-07-18,10:45,,10:42,DP,Flight Departed,FRA,2023-07-18,11:35,2023-07-18,11:33,LD,Flight Landed,LH,133,321,,
STR,2023-07-18,14:45,,15:13,DP,Flight Departed,FRA,2023-07-18,15:35,2023-07-18,15:50,LD,Flight Landed,LH,135,319,,
STR,2023-07-18,18:40,,18:32,DP,Flight Departed,FRA,2023-07-18,19:30,2023-07-18,19:15,LD,Flight Landed,LH,137,319,,
FRA,2023-07-18,07:10,,07:11,DP,Flight Departed,NUE,2023-07-18,07:50,2023-07-18,07:48,LD,Flight Landed,CL,140,E90,,
FRA,2023-07-18,10:00,,10:08,DP,Flight Departed,NUE,2023-07-18,10:40,2023-07-18,10:50,LD,Flight Landed,CL,142,CR9,,
FRA,2023-07-18,13:15,,13:39,DP,Flight Departed,NUE,2023-07-18,14:00,2023-07-18,14:11,LD,Flight Landed,LH,144,319,,
FRA,2023-07-18,17:10,,17:12,DP,Flight Departed,NUE,2023-07-18,17:50,2023-07-18,17:46,LD,Flight Landed,CL,148,CR9,,
FRA,2023-07-18,22:15,,22:13,DP,Flight Departed,NUE,2023-07-18,22:55,2023-07-18,22:47,LD,Flight Landed,LH,150,319,,
NUE,2023-07-18,06:00,,,NO,No Status,FRA,2023-07-18,06:45,,,NO,No Status,LH,143,32A,,
NUE,2023-07-18,08:30,,08:30,DP,Flight Departed,FRA,2023-07-18,09:15,2023-07-18,09:19,LD,Flight Landed,CL,145,E90,,
NUE,2023-07-18,11:15,,11:23,DP,Flight Departed,FRA,2023-07-18,12:00,2023-07-18,12:10,LD,Flight Landed,CL,147,CR9,,
NUE,2023-07-18,14:35,,14:44,DP,Flight Departed,FRA,2023-07-18,15:20,2023-07-18,15:26,LD,Flight Landed,LH,149,319,,
NUE,2023-07-18,18:45,,18:46,DP,Flight Departed,FRA,2023-07-18,19:30,2023-07-18,19:21,LD,Flight Landed,CL,153,CR9,,
FRA,2023-07-18,06:55,,06:59,DP,Flight Departed,LEJ,2023-07-18,07:50,2023-07-18,07:45,LD,Flight Landed,LH,154,319,,
FRA,2023-07-18,13:45,,13:41,DP,Flight Departed,LEJ,2023-07-18,14:40,2023-07-18,14:32,LD,Flight Landed,CL,158,E90,,
FRA,2023-07-18,17:05,,17:38,DP,Flight Departed,LEJ,2023-07-18,18:00,2023-07-18,18:31,LD,Flight Landed,LH,160,319,,
LEJ,2023-07-18,06:10,,06:16,DP,Flight Departed,FRA,2023-07-18,07:10,2023-07-18,07:12,LD,Flight Landed,CL,157,E90,,
LEJ,2023-07-18,08:30,,08:24,DP,Flight Departed,FRA,2023-07-18,09:30,2023-07-18,09:20,LD,Flight Landed,LH,159,319,,
LEJ,2023-07-18,15:15,,15:11,DP,Flight Departed,FRA,2023-07-18,16:15,2023-07-18,15:58,LD,Flight Landed,CL,163,E90,,
LEJ,2023-07-18,18:45,,19:00,DP,Flight Departed,FRA,2023-07-18,19:45,2023-07-18,19:56,LD,Flight Landed,LH,165,319,,
FRA,2023-07-18,07:00,,06:50,DP,Flight Departed,DRS,2023-07-18,07:55,2023-07-18,07:50,LD,Flight Landed,LH,204,321,,
FRA,2023-07-18,13:45,,13:46,DP,Flight Departed,DRS,2023-07-18,14:40,2023-07-18,14:41,LD,Flight Landed,LH,210,319,,
FRA,2023-07-18,17:00,,,NO,No Status,DRS,2023-07-18,17:55,,,NO,No Status,EN,8700,E95,,
FRA,2023-07-18,22:15,,22:22,DP,Flight Departed,DRS,2023-07-18,23:10,2023-07-18,23:16,LD,Flight Landed,LH,216,319,,
DRS,2023-07-18,06:05,,06:01,DP,Flight Departed,FRA,2023-07-18,07:10,2023-07-18,07:04,LD,Flight Landed,LH,207,32A,,
DRS,2023-07-18,08:45,,08:42,DP,Flight Departed,FRA,2023-07-18,09:50,2023-07-18,09:39,LD,Flight Landed,LH,209,321,,
DRS,2023-07-18,15:20,,15:16,DP,Flight Departed,FRA,2023-07-18,16:25,2023-07-18,16:27,LD,Flight Landed,LH,215,319,,
DRS,2023-07-18,18:35,,,NO,No Status,FRA,2023-07-18,19:40,,,NO,No Status,EN,8701,E95,,
FRA,2023-07-18,07:30,,07:28,DP,Flight Departed,FCO,2023-07-18,09:20,2023-07-18,09:15,LD,Flight Landed,LH,230,32N,,
FRA,2023-07-18,10:45,,10:51,DP,Flight Departed,FCO,2023-07-18,12:35,2023-07-18,12:36,LD,Flight Landed,LH,232,320,,
FRA,2023-07-18,12:05,,12:11,DP,Flight Departed,FCO,2023-07-18,13:55,2023-07-18,13:59,LD,Flight Landed,LH,234,321,,
FRA,2023-07-18,15:55,,16:12,DP,Flight Departed,FCO,2023-07-18,17:45,2023-07-18,18:09,LD,Flight Landed,LH,236,320,,
FRA,2023-07-18,21:40,,22:19,DP,Flight Departed,FCO,2023-07-18,23:30,2023-07-18,23:55,LD,Flight Landed,LH,242,32N,,
FCO,2023-07-18,07:00,,07:00,DP,Flight Departed,FRA,2023-07-18,08:55,2023-07-18,08:59,LD,Flight Landed,LH,243,32A,,
FCO,2023-07-18,10:10,,10:13,DP,Flight Departed,FRA,2023-07-18,12:05,2023-07-18,12:21,LD,Flight Landed,LH,231,32N,,
FCO,2023-07-18,13:25,,13:43,DP,Flight Departed,FRA,2023-07-18,15:20,2023-07-18,15:28,LD,Flight Landed,LH,233,320,,
FCO,2023-07-18,14:55,,15:04,DP,Flight Departed,FRA,2023-07-18,16:50,2023-07-18,16:44,LD,Flight Landed,LH,235,321,,
FCO,2023-07-18,18:30,,19:00,DP,Flight Departed,FRA,2023-07-18,20:25,2023-07-18,20:40,LD,Flight Landed,LH,237,320,,
FRA,2023-07-18,07:05,,07:04,DP,Flight Departed,MXP,2023-07-18,08:15,2023-07-18,08:11,LD,Flight Landed,LH,246,32A,,
FRA,2023-07-18,09:15,,09:47,DP,Flight Departed,MXP,2023-07-18,10:25,2023-07-18,10:57,LD,Flight Landed,LH,248,319,,
FRA,2023-07-18,12:45,,13:16,DP,Flight Departed,MXP,2023-07-18,14:00,2023-07-18,14:30,LD,Flight Landed,LH,252,320,,
FRA,2023-07-18,16:45,,17:07,DP,Flight Departed,MXP,2023-07-18,17:55,2023-07-18,18:15,LD,Flight Landed,LH,254,32A,,
FRA,2023-07-18,22:05,,22:08,DP,Flight Departed,MXP,2023-07-18,23:15,2023-07-18,23:17,LD,Flight Landed,LH,258,320,,
MXP,2023-07-18,06:20,,06:20,DP,Flight Departed,FRA,2023-07-18,07:40,2023-07-18,07:36,LD,Flight Landed,LH,259,319,,
MXP,2023-07-18,09:05,,09:07,DP,Flight Departed,FRA,2023-07-18,10:25,2023-07-18,10:33,LD,Flight Landed,LH,247,32A,,
MXP,2023-07-18,11:05,,11:58,DP,Flight Departed,FRA,2023-07-18,12:25,2023-07-18,13:05,LD,Flight Landed,LH,249,319,,
MXP,2023-07-18,14:40,,15:57,DP,Flight Departed,FRA,2023-07-18,16:00,2023-07-18,17:26,LD,Flight Landed,LH,253,320,,
MXP,2023-07-18,18:45,,18:55,DP,Flight Departed,FRA,2023-07-18,20:05,2023-07-18,20:01,LD,Flight Landed,LH,255,32A,,
FRA,2023-07-18,12:20,,12:23,DP,Flight Departed,TRN,2023-07-18,13:35,2023-07-18,13:44,LD,Flight Landed,EN,8844,E95,,
FRA,2023-07-18,17:00,,17:02,DP,Flight Departed,TRN,2023-07-18,18:15,2023-07-18,18:20,LD,Flight Landed,EN,8848,E95,,
FRA,2023-07-18,08:35,,08:40,DP,Flight Departed,LYS,2023-07-18,09:50,2023-07-18,09:42,LD,Flight Landed,LH,1074,320,,
FRA,2023-07-18,12:45,,13:31,DP,Flight Departed,LYS,2023-07-18,14:00,2023-07-18,14:51,LD,Flight Landed,LH,1076,320,,
FRA,2023-07-18,16:55,,17:07,DP,Flight Departed,LYS,2023-07-18,18:10,2023-07-18,18:24,LD,Flight Landed,LH,1078,319,,
FRA,2023-07-18,20:55,,21:05,DP,Flight Departed,LYS,2023-07-18,22:10,2023-07-18,22:13,LD,Flight Landed,LH,1082,32A,,
FRA,2023-07-18,08:45,,08:56,DP,Flight Departed,LIN,2023-07-18,09:55,2023-07-18,09:55,LD,Flight Landed,LH,270,319,,
FRA,2023-07-18,13:25,,13:36,DP,Flight Departed,LIN,2023-07-18,14:40,2023-07-18,14:42,LD,Flight Landed,LH,280,319,,
FRA,2023-07-18,16:20,,16:27,DP,Flight Departed,LIN,2023-07-18,17:30,2023-07-18,17:35,LD,Flight Landed,LH,274,319,,
FRA,2023-07-18,17:10,,17:28,DP,Flight Departed,LIN,2023-07-18,18:20,2023-07-18,18:41,LD,Flight Landed,EN,8802,E90,,
FRA,2023-07-18,21:05,,21:08,DP,Flight Departed,LIN,2023-07-18,22:15,2023-07-18,22:19,LD,Flight Landed,LH,278,320,,
LIN,2023-07-18,07:15,,07:13,DP,Flight Departed,FRA,2023-07-18,08:30,2023-07-18,08:22,LD,Flight Landed,LH,279,319,,
LIN,2023-07-18,10:40,,10:43,DP,Flight Departed,FRA,2023-07-18,11:55,2023-07-18,11:52,LD,Flight Landed,LH,271,319,,
LIN,2023-07-18,15:20,,15:31,DP,Flight Departed,FRA,2023-07-18,16:35,2023-07-18,16:47,LD,Flight Landed,LH,281,319,,
LIN,2023-07-18,18:10,,18:20,DP,Flight Departed,FRA,2023-07-18,19:25,2023-07-18,19:32,LD,Flight Landed,LH,275,319,,
LIN,2023-07-18,19:20,,19:29,DP,Flight Departed,FRA,2023-07-18,20:35,2023-07-18,20:43,LD,Flight Landed,EN,8803,E90,,
FRA,2023-07-18,08:55,,09:11,DP,Flight Departed,BLQ,2023-07-18,10:15,2023-07-18,10:31,LD,Flight Landed,LH,282,32A,,
FRA,2023-07-18,16:10,,16:17,DP,Flight Departed,BLQ,2023-07-18,17:30,2023-07-18,17:37,LD,Flight Landed,LH,288,319,,
FRA,2023-07-18,22:05,,22:28,DP,Flight Departed,BLQ,2023-07-18,23:25,2023-07-18,23:52,LD,Flight Landed,LH,290,320,,
BLQ,2023-07-18,06:15,,06:15,DP,Flight Departed,FRA,2023-07-18,07:55,2023-07-18,07:30,LD,Flight Landed,LH,291,320,,
BLQ,2023-07-18,11:00,,11:12,DP,Flight Departed,FRA,2023-07-18,12:30,2023-07-18,12:39,LD,Flight Landed,LH,283,32A,,
BLQ,2023-07-18,18:20,,18:30,DP,Flight Departed,FRA,2023-07-18,19:50,2023-07-18,19:54,LD,Flight Landed,LH,289,319,,
FRA,2023-07-18,10:00,,10:08,DP,Flight Departed,NAP,2023-07-18,12:00,2023-07-18,12:13,LD,Flight Landed,LH,334,32M,,
FRA,2023-07-18,20:40,,20:59,DP,Flight Departed,NAP,2023-07-18,22:40,2023-07-18,22:46,LD,Flight Landed,LH,336,321,,
NAP,2023-07-18,06:40,,06:50,DP,Flight Departed,FRA,2023-07-18,08:45,2023-07-18,08:57,LD,Flight Landed,LH,337,32A,,
NAP,2023-07-18,13:00,,13:45,DP,Flight Departed,FRA,2023-07-18,15:05,2023-07-18,15:42,LD,Flight Landed,LH,335,32M,,
FRA,2023-07-18,12:45,,13:02,DP,Flight Departed,VCE,2023-07-18,14:00,2023-07-18,14:15,LD,Flight Landed,LH,326,319,,
FRA,2023-07-18,16:25,,16:49,DP,Flight Departed,VCE,2023-07-18,17:40,2023-07-18,17:57,LD,Flight Landed,LH,328,319,,
FRA,2023-07-18,21:10,,21:31,DP,Flight Departed,VCE,2023-07-18,22:25,2023-07-18,22:43,LD,Flight Landed,LH,332,32A,,
VCE,2023-07-18,06:40,,06:40,DP,Flight Departed,FRA,2023-07-18,08:05,2023-07-18,07:56,LD,Flight Landed,LH,333,32A,,
VCE,2023-07-18,14:40,,15:20,DP,Flight Departed,FRA,2023-07-18,16:05,2023-07-18,16:41,LD,Flight Landed,LH,327,319,,
VCE,2023-07-18,18:20,,18:41,DP,Flight Departed,FRA,2023-07-18,19:45,2023-07-18,19:58,LD,Flight Landed,LH,329,319,,
BRE,2023-07-18,06:15,,06:10,DP,Flight Departed,FRA,2023-07-18,07:15,2023-07-18,07:04,LD,Flight Landed,LH,351,319,,
BRE,2023-07-18,08:20,,08:19,DP,Flight Departed,FRA,2023-07-18,09:20,2023-07-18,09:13,LD,Flight Landed,CL,353,CR9,,
BRE,2023-07-18,11:25,,11:33,DP,Flight Departed,FRA,2023-07-18,12:25,2023-07-18,12:32,LD,Flight Landed,CL,355,E90,,
BRE,2023-07-18,14:30,,14:33,DP,Flight Departed,FRA,2023-07-18,15:30,2023-07-18,15:33,LD,Flight Landed,LH,357,319,,
FRA,2023-07-18,09:20,,09:24,DP,Flight Departed,FDH,2023-07-18,10:05,2023-07-18,10:06,LD,Flight Landed,CL,370,CR9,,
FRA,2023-07-18,13:15,,13:20,DP,Flight Departed,FDH,2023-07-18,14:00,2023-07-18,14:02,LD,Flight Landed,CL,372,CR9,,
FRA,2023-07-18,17:05,,17:12,DP,Flight Departed,FDH,2023-07-18,17:50,2023-07-18,17:49,LD,Flight Landed,CL,374,CR9,,
FRA,2023-07-18,21:10,,21:17,DP,Flight Departed,FDH,2023-07-18,21:55,2023-07-18,21:59,LD,Flight Landed,CL,376,CR9,,
FDH,2023-07-18,06:05,,05:58,DP,Flight Departed,FRA,2023-07-18,06:55,2023-07-18,06:38,LD,Flight Landed,CL,371,CR9,,
FDH,2023-07-18,10:45,,10:35,DP,Flight Departed,FRA,2023-07-18,11:35,2023-07-18,11:32,LD,Flight Landed,CL,373,CR9,,
FDH,2023-07-18,14:35,,14:35,DP,Flight Departed,FRA,2023-07-18,15:25,2023-07-18,15:22,LD,Flight Landed,CL,375,CR9,,
FDH,2023-07-18,18:25,,18:22,DP,Flight Departed,FRA,2023-07-18,19:15,2023-07-18,19:05,LD,Flight Landed,CL,377,CR9,,
FRA,2023-07-18,06:55,,06:54,DP,Flight Departed,LUX,2023-07-18,07:35,2023-07-18,07:27,LD,Flight Landed,CL,390,CR9,,
